FIPCO,TotPop
"5-DIGIT COUNTY FIPS CD" ,"Total Persons"
41071,65551
42001,78274
42003,1336449
42005,73478
42007,186093
42009,47919
42011,336523
42013,130542
42015,60967
42017,541174
42019,152013
42021,163029
42023,5913
42025,56846
42027,123786
42029,376396
42031,41699
42033,78097
42035,37182
42037,63202
42039,86169
42041,195257
42043,237813
42045,547651
42047,34878
42049,275572
42051,145351
42053,4802
42055,121082
42057,13837
42059,39550
42061,44164
42063,89994
42065,46083
42067,20625
42069,219039
42071,422822
42073,96246
42075,113744
42077,291130
42079,328149
42081,118710
42083,47131
42085,121003
42087,46197
42089,95709
42091,678111
42093,17735
42095,247105
42097,96771
42099,41172
42101,1585577
42103,27966
42105,16717
42107,152585
42109,36680
42111,78218
42113,6104
42115,40380
42117,41126
42119,36176
42121,59381
42123,45050
42125,204584
42127,39944
42129,370321
42131,28076
42133,339574
44001,48859
44003,161135
44005,87194
44007,596270
44009,110006
45001,23862
45003,120940
45005,11722
45007,145196
45009,16902
45011,20293
45013,86425
45015,128776
45017,12753
45019,295039
45021,44506
45023,32170
45025,38577
45027,28450
45029,34377
45031,61851
45033,29114
45035,83060
45037,18375
45039,22295
45041,114344
45043,46302
45045,320167
45047,59567
45049,18191
45051,144053
45053,15487
45055,43599
45057,54516
45059,58092
45061,18437
45063,167611
45065,8868
45067,33899
45069,29361
45071,33172
45073,57494
45075,84803
45077,93894
45079,285720
45081,16357
45083,226800
45085,102637
45087,30337
45089,36815
45091,131497
46003,3135
46005,18253
46007,3206
46009,7089
46011,25207
46013,35580
46015,5485
46017,1759
46019,7914
46021,1965
46023,9131
46025,4403
46027,13186
46029,22698
46031,4195
46033,6179
46035,17503
46037,6978
46039,4522
46041,5523
46043,3746
46045,4356
46047,7353
46049,2744
46051,8372
46053,5359
46055,2624
46057,4974
46059,4272
46061,2994
46063,1669
46065,14817
46067,8262
46069,1696
46071,2811
46073,2425
46075,1324
46077,5925
46079,10550
46081,20655
46083,15427
46085,3638
46087,5688
46089,3228
46091,4844
46093,21878
46095,2137
46097,3272
46099,123809
46101,6507
46103,81343
46105,3932
46107,3190
46109,9914
46111,2833
46113,9902
46115,7981
46117,2453
46119,1589
46121,8352
46123,6924
46125,8576
46127,10189
46129,6087
46135,19252
46137,2220
47001,68250
47003,30411
47005,14524
47007,9669
47009,85969
47011,73712
47013,35079
47015,10467
47017,27514
47019,51505
47021,27140
47023,12819
47025,26137
47027,7238
47029,29141
47031,40339
47033,13378
47035,34736
47037,510784
47039,10472
47041,14360
47043,35061
47045,34854
47047,25559
47049,14669
47051,34725
47053,46315
47055,25741
47057,17095
47059,55853
47061,13362
47063,50480
47065,285536
47067,6739
47069,23377
47071,22633
47073,44565
47075,19437
47077,21844
47079,27888
47081,16754
47083,7018
47085,15795
47087,9297
47089,33016
47091,13766
47093,335749
47095,7129
47097,23491
47099,35303
47101,9247
47103,28157
47105,31255
47107,42383
47109,22422
47111,15906
47113,77982
47115,24860
47117,21539
47119,54812
47121,8033
47123,30541
47125,100498
47127,4721
47129,17300
47131,31717
47133,17636
47135,6612
47137,4548
47139,13643
47141,51373
47143,24344
47145,47227
47147,41494
47149,118570
47151,18358
47153,8863
47155,51043
47157,826330
47159,14143
47161,9479
47163,143596
47165,103281
47167,37568
47169,5920
47171,16549
47173,13694
47175,4846
47177,32992
47179,92315
47181,13935
47183,31972
47185,20090
47187,81021
47189,67675
48001,48024
48003,14338
48005,69884
48007,17892
48009,7973
48011,2021
48013,30533
48015,19832
48017,7064
48019,10562
48021,38263
48023,4385
48025,25135
48027,191088
48029,1185394
48031,5972
48033,799
48035,15125
48037,81665
48039,191707
48041,121862
48043,8681
48045,1971
48047,8204
48049,34371
48051,13625
48053,22677
48055,26392
48057,19053
48059,11859
48061,260120
48063,9904
48065,6576
48067,29982
48069,9070
48071,20088
48073,41049
48075,5953
48077,10024
48079,4377
48081,3424
48083,9710
48085,264036
48087,3573
48089,18383
48091,51832
48093,13381
48095,3044
48097,30777
48099,64213
48101,2247
48103,4652
48105,4078
48107,7304
48109,3407
48111,5461
48113,1852810
48115,14349
48117,19153
48119,4857
48121,273525
48123,18840
48125,2571
48127,10433
48129,3696
48131,12918
48133,18488
48135,118934
48137,2266
48139,85167
48141,591610
48143,27991
48145,17712
48147,24804
48149,20095
48151,4842
48153,8497
48155,1794
48157,225421
48159,7802
48161,15818
48163,13472
48165,14123
48167,217399
48169,5143
48171,17204
48173,1447
48175,5980
48177,17205
48179,23967
48181,95021
48183,104948
48185,18828
48187,64873
48189,34671
48191,3905
48193,7733
48195,5848
48197,5283
48199,41320
48201,2818199
48203,57483
48205,3634
48207,6820
48209,65614
48211,3720
48213,58543
48215,383545
48217,27146
48219,24199
48221,28981
48223,28833
48225,21375
48227,32343
48229,2915
48231,64343
48233,25689
48235,1629
48237,6981
48239,13039
48241,31102
48243,1946
48245,239397
48247,5109
48249,37679
48251,97165
48253,16490
48255,12455
48257,52220
48259,14589
48261,460
48263,1010
48265,36304
48267,4122
48269,354
48271,3119
48273,30274
48275,4837
48277,43949
48279,15072
48281,13521
48283,5254
48285,18690
48287,12854
48289,12665
48291,52726
48293,20946
48295,3143
48297,9556
48299,11631
48301,107
48303,222636
48305,6758
48307,8778
48309,189123
48311,817
48313,10931
48315,9984
48317,4956
48319,3423
48321,36928
48323,36378
48325,27312
48327,2252
48329,106611
48331,22946
48333,4531
48335,8016
48337,17274
48339,182201
48341,17865
48343,13200
48345,1532
48347,54753
48349,39926
48351,13569
48353,16594
48355,291145
48357,9128
48359,2278
48361,80509
48363,25055
48365,22035
48367,64785
48369,9863
48371,14675
48373,30687
48375,97874
48377,6637
48379,6715
48381,89673
48383,4514
48385,2412
48387,14317
48389,15852
48391,7976
48393,1025
48395,15511
48397,25604
48399,11294
48401,43735
48403,9586
48405,7999
48407,16372
48409,58749
48411,5401
48413,2990
48415,18634
48417,3316
48419,22034
48421,2858
48423,151309
48425,5360
48427,40518
48429,9010
48431,1438
48433,2013
48435,4135
48437,8133
48439,1170103
48441,119655
48443,1410
48445,13218
48447,1880
48449,24009
48451,98458
48453,576407
48455,11445
48457,16646
48459,31370
48461,4447
48463,23340
48465,38721
48467,37944
48469,74361
48471,50917
48473,23390
48475,13115
48477,26154
48479,133239
48481,39955
48483,5879
48485,122378
48487,15121
48489,17705
48491,139551
48493,22650
48495,8626
48497,34679
48499,29380
48501,8786
48503,18126
48505,9279
48507,12162
49001,4765
49003,36485
49005,70183
49007,20228
49009,690
49011,187941
49013,12645
49015,10332
49017,3980
49019,6620
49021,20789
49023,5817
49025,5169
49027,11333
49029,5528
49031,1277
49033,1725
49035,725956
49037,12621
49039,16259
49041,15431
49043,15518
49045,26601
49047,22211
49049,263590
49051,10089
49053,48560
49055,2177
49057,158330
50001,32953
50003,35845
50005,27846
50007,131761
50009,6405
50011,39980
50013,5318
50015,19735
50017,26149
50019,24053
50021,62142
50023,54928
50025,41588
50027,54055
51001,31703
51003,68040
51005,13176
51007,8787
51009,28578
51011,12298
51013,170936
51015,54677
51017,4799
51019,45656
51021,6514
51023,24992
51025,15987
51027,31333
51029,12873
51031,47572
51033,19217
51035,26594
51036,6282
51037,11688
51041,209274
51043,12101
51045,4372
51047,27791
51049,7825
51051,17620
51053,20960
51057,8689
51059,818584
51061,48741
51063,12005
51065,12429
51067,39549
51069,45723
51071,16366
51073,30131
51075,14163
51077,16278
51079,10297
51081,8853
51083,29033
51085,63306
51087,217881
51089,56942
51091,2635
51093,25053
51095,34859
51097,6289
51099,13527
51101,10913
51103,10896
51105,24496
51107,86129
51109,20325
51111,11419
51113,11949
51115,8348
51117,29241
51119,8653
51121,73913
51125,12778
51127,10445
51131,13061
51133,10524
51135,14993
51137,21421
51139,21690
51141,17473
51143,55655
51145,15328
51147,17320
51149,27394
51153,215686
51155,34496
51157,6622
51159,7273
51161,79332
51163,18350
51165,57482
51167,28667
51169,23204
51171,31636
51173,32370
51175,17550
51177,57403
51179,61236
51181,6145
51183,10248
51185,45960
51187,26142
51191,45887
51193,15480
51195,39573
51197,25466
51199,42422
51510,111183
51515,6073
51520,18426
51530,6406
51540,40341
51550,151976
51560,4679
51570,16064
51580,6991
51590,53056
51595,5306
51600,19622
51610,9578
51620,7864
51630,19027
51640,6670
51650,133793
51660,30707
51670,23101
51678,6959
51680,66049
51683,27957
51685,6734
51690,16162
51700,170045
51710,261229
51720,4247
51730,38386
51735,11005
51740,103907
51750,15940
51760,203056
51770,96397
51775,23756
51780,6997
51790,24461
51800,52141
51810,393069
51820,18549
51830,11530
51840,21947
53001,13603
53003,17605
53005,112560
53007,52250
53009,56464
53011,238053
53013,4024
53015,82119
53017,26205
53019,6295
53021,37473
53023,2248
53025,54758
53027,64175
53029,60195
53031,20146
53033,1507319
53035,189731
53037,26725
53039,16616
53041,59358
53043,8864
53045,38341
53047,33350
53049,18882
53051,8915
53053,586203
53055,10035
53057,79555
53059,8289
53061,465642
53063,361364
53065,30948
53067,161238
53069,3327
53071,48439
53073,127780
53075,38775
53077,188823
54001,15699
54003,59253
54005,25870
54007,12998
54009,26992
54011,96827
54013,7885
54015,9983
54017,6994
54019,47952
54021,7669
54023,10428
54025,34693
54027,16498
54029,35233
54031,10977
54033,69371
54035,25938
54037,35926
54039,207619
54041,17223
54043,21382
54045,43032
54047,35233
54049,57249
54051,37356
54053,25178
54055,64980
54057,26697
54059,33739
54061,75509
54063,12406
54065,12128
54067,26775
54069,50871
54071,8054
54073,7546
54075,9008
54077,29037
54079,42835
54081,76819
54083,27803
54085,10233
54087,15120
54089,14204
54091,15144
54093,7728
54095,9796
54097,22867
54099,41636
54101,10729
54103,19258
54105,5192
54107,86915
54109,28990
55001,15682
55003,16307
55005,40750
55007,14008
55009,194594
55011,13584
55013,13084
55015,34291
55017,52360
55019,31647
55021,45088
55023,15940
55025,367085
55027,76559
55029,25690
55031,41758
55033,35909
55035,85183
55037,4590
55039,90083
55041,8776
55043,49264
55045,30339
55047,18651
55049,20150
55051,6153
55053,16588
55055,67783
55057,21650
55059,128181
55061,18878
55063,97904
55065,16076
55067,19505
55069,26993
55071,80421
55073,115400
55075,40548
55077,12321
55078,3890
55079,959275
55081,36633
55083,30226
55085,31679
55087,140510
55089,72831
55091,7107
55093,32765
55095,34773
55097,61405
55099,15600
55101,175034
55103,17521
55105,139510
55107,15079
55109,50251
55111,46975
55113,14181
55115,37157
55117,103877
55119,18901
55121,25263
55123,25617
55125,17707
55127,75000
55129,13772
55131,95328
55133,304715
55135,46104
55137,19385
55139,140320
55141,73605
56001,30797
56003,10525
56005,29370
56007,16659
56009,11128
56011,5294
56013,33662
56015,12373
56017,4809
56019,6145
56021,73142
56023,12625
56025,61226
56027,2499
56029,23178
56031,8145
56033,23562
56035,4843
56037,38823
56039,11172
56041,18705
56043,8388
56045,6518
09001,17541
09001,141686
09001,14113
09001,65585
09001,18196
09001,53418
09001,58441
09001,16896
09001,17864
09001,12911
09001,20779
09001,78331
09001,20919
09001,35418
09001,108056
09001,49389
09001,32016
09001,24410
09001,15989
09003,13937
09003,16787
09003,19483
09003,60640
09003,50452
09003,10081
09003,45532
09003,20608
09003,27901
09003,139739
09003,51618
09003,75491
09003,29208
09003,17392
09003,16554
09003,22023
09003,38518
09003,22090
09003,11427
09003,60110
09003,25651
09003,27817
09003,12358
09005,23629
09005,11822
09005,33687
09005,20456
09005,11524
09007,12767
09007,12286
09007,10428
09007,42762
09009,18403
09009,27603
09009,25684
09009,12199
09009,26144
09009,19848
09009,52434
09009,15485
09009,59479
09009,49938
09009,30625
09009,130474
09009,12996
09009,22247
09009,12830
09009,14288
09009,15818
09009,40822
09009,108961
09009,54021
09009,13700
09011,10980
09011,15340
09011,10384
09011,45144
09011,14913
09011,16673
09011,28540
09011,37391
09011,16919
09011,17930
09013,10063
09013,11197
09013,21103
09013,11091
09013,11001
09013,29841
09015,15889
09015,14363
09015,22039
23001,24309
23001,39757
23003,10550
23005,20906
23005,11856
23005,64358
23005,12518
23005,23163
23005,16121
23005,13020
23011,21325
23011,17173
23019,33181
23019,10573
23031,20710
23031,15181
23031,20463
25001,40949
25001,16064
25001,13864
25001,27960
25001,10275
25001,15489
25001,21174
25003,16797
25003,48622
25005,38383
25005,27244
25005,19807
25005,16132
25005,92703
25005,16568
25005,99922
25005,25038
25005,14265
25005,13046
25005,17655
25005,15411
25005,49832
25005,13852
25009,14997
25009,29151
25009,38195
25009,24174
25009,28716
25009,51418
25009,11873
25009,70207
25009,81245
25009,11274
25009,19971
25009,39990
25009,16317
25009,22792
25009,47039
25009,38091
25009,25549
25009,13650
25011,18666
25013,27323
25013,56632
25013,13367
25013,43704
25013,15467
25013,18820
25013,12054
25013,156983
25013,38372
25013,27537
25013,12635
25015,35228
25015,10579
25015,15537
25015,29289
25015,16685
25017,17872
25017,44630
25017,12066
25017,12996
25017,24720
25017,37609
25017,23302
25017,95802
25017,32383
25017,17076
25017,25594
25017,35701
25017,64989
25017,12926
25017,17233
25017,28974
25017,103439
25017,53884
25017,31813
25017,10325
25017,57407
25017,28150
25017,30510
25017,82585
25017,12002
25017,10098
25017,22539
25017,76210
25017,22203
25017,14358
25017,27266
25017,24825
25017,57878
25017,33284
25017,11874
25017,16392
25017,10200
25017,17651
25017,20267
25017,35943
25021,14877
25021,33836
25021,54718
25021,18530
25021,23782
25021,14637
25021,22095
25021,11041
25021,10531
25021,25725
25021,27557
25021,28700
25021,84985
25021,30093
25021,15517
25021,26777
25021,20212
25021,26615
25021,12557
25021,54063
25023,13817
25023,21249
25023,92788
25023,10590
25023,13895
25023,11104
25023,11912
25023,19821
25023,10466
25023,21531
25023,17867
25023,14544
25023,45608
25023,16123
25023,16786
25023,19232
25023,13240
25025,574283
25025,28710
25025,42786
25025,18127
25027,11451
25027,15005
25027,13222
25027,41194
25027,20125
25027,13035
25027,12329
25027,14628
25027,10191
25027,38145
25027,25355
25027,12228
25027,11929
25027,13371
25027,12588
25027,24146
25027,17816
25027,11645
25027,10415
25027,16196
25027,14133
25027,169759
26007,11354
26017,16028
26017,38936
26021,17163
26021,12818
26021,13604
26021,12456
26021,12828
26025,10066
26025,53540
26025,10764
26033,14689
26037,10448
26041,13659
26045,26129
26049,27617
26049,14671
26049,10055
26049,140761
26049,34081
26049,24093
26049,25392
26049,25198
26049,11511
26049,13210
26055,10516
26055,15116
26065,19190
26065,50677
26065,122700
26065,35644
26069,11958
26073,23285
26075,20492
26075,37446
26075,13435
26075,21130
26077,11834
26077,80277
26077,20976
26077,13401
26077,41042
26081,13235
26081,12869
26081,10807
26081,14533
26081,189126
26081,10760
26081,15624
26081,37826
26081,24946
26081,17279
26081,63891
26091,22097
26093,14815
26093,10820
26093,11604
26093,13083
26099,25905
26099,85866
26099,35283
26099,13899
26099,24685
26099,22714
26099,18405
26099,51412
26099,68107
26099,48655
26099,117810
26099,144864
26099,13087
26103,21977
26107,12603
26111,37819
26115,23748
26115,18210
26115,22902
26115,11909
26121,11485
26121,40283
26121,15302
26121,13176
26121,21755
26125,17076
26125,16960
26125,19997
26125,42473
26125,12051
26125,13874
26125,26955
26125,10132
26125,74652
26125,25084
26125,20051
26125,17941
26125,24722
26125,32196
26125,12121
26125,32998
26125,30462
26125,24076
26125,11933
26125,71166
26125,61766
26125,65410
26125,75728
26125,14255
26125,72884
26125,66692
26125,54516
26125,22608
26139,32672
26139,11951
26139,25086
26139,17523
26139,13541
26139,10751
26145,12747
26145,10900
26145,69512
26145,37684
26145,10971
26147,33694
26149,10130
26155,16322
26161,109592
26161,17668
26161,11077
26161,24846
26161,45307
26163,31092
26163,18811
26163,57040
26163,89286
26163,60838
26163,1027974
26163,12180
26163,31846
26163,10092
26163,12857
26163,17715
26163,18372
26163,14903
26163,20121
26163,10447
26163,30772
26163,41832
26163,100850
26163,11216
26163,17313
26163,23648
26163,54387
26163,11314
26163,13894
26163,22897
26163,30771
26163,10891
26163,70811
26163,20586
26163,21010
26163,19899
26163,84724
26163,11631
26163,30938
26165,10104
27003,15216
27003,17192
27003,38975
27003,18910
27003,52978
27003,28335
27003,12408
27007,11245
27013,31468
27015,13132
27017,10885
27019,11732
27019,11339
27027,32295
27035,12353
27037,34598
27037,51288
27037,47409
27037,15440
27037,22477
27037,24854
27037,20197
27037,19248
27047,18310
27049,15134
27053,86335
27053,28887
27053,56381
27053,16849
27053,23788
27053,39311
27053,46070
27053,20971
27053,16534
27053,38736
27053,368383
27053,48370
27053,21853
27053,50889
27053,35710
27053,14396
27053,43787
27061,11613
27067,17531
27083,12023
27085,11523
27091,11265
27099,21907
27103,10164
27109,70745
27111,12362
27123,30954
27123,12541
27123,22207
27123,12376
27123,33485
27123,272235
27123,24587
27123,11041
27123,24288
27131,17085
27131,14514
27137,85493
27137,18046
27139,11482
27139,11739
27141,11143
27145,37616
27147,19386
27163,22935
27163,18374
27163,13882
27163,20075
27169,25399
33001,15743
33005,22430
33007,11824
33009,12183
33011,12563
33011,14621
33011,19530
33011,99567
33011,22156
33011,11795
33011,79662
33013,36006
33015,29603
33015,12481
33015,12278
33015,19781
33015,25925
33015,25746
33017,25042
33017,11818
33017,26630
33017,11249
33019,13902
34001,37986
34001,11354
34001,24544
34001,23330
34001,16012
34001,12208
34001,16027
34001,11216
34001,11005
34003,24458
34003,20393
34003,17187
34003,17623
34003,24850
34003,30548
34003,10733
34003,31997
34003,26727
34003,10883
34003,37049
34003,11488
34003,22355
34003,18262
34003,17905
34003,15990
34003,13790
34003,11997
34003,14536
34003,25067
34003,13228
34003,12454
34003,24152
34003,10603
34003,17790
34003,13296
34003,37825
34003,13326
34003,10828
34003,10446
34003,15372
34005,12454
34005,14583
34005,13178
34005,35309
34005,10266
34005,19211
34005,20526
34005,16116
34005,10639
34005,30270
34005,31342
34005,10202
34005,36291
34007,12603
34007,87492
34007,69348
34007,15289
34007,53797
34007,12649
34007,14837
34007,11628
34007,18734
34007,34738
34007,24559
34007,10940
34007,30087
34009,20820
34009,14771
34009,15512
34009,10681
34011,18942
34011,25992
34011,54780
34013,34213
34013,45061
34013,12053
34013,29925
34013,73552
34013,61018
34013,26609
34013,21652
34013,18630
34013,37729
34013,275221
34013,27099
34013,16390
34013,13597
34013,10422
34013,39103
34015,24137
34015,14482
34015,15614
34015,10074
34015,26703
34015,41960
34015,19380
34015,10904
34017,61444
34017,13425
34017,33397
34017,228537
34017,34874
34017,48414
34017,14061
34017,58012
34017,12385
34017,38125
34019,10816
34019,15616
34019,13400
34021,22353
34021,34185
34021,86553
34021,11590
34021,25787
34021,12016
34021,13198
34021,88675
34021,16021
34023,19025
34023,43548
34023,88680
34023,13279
34023,12804
34023,13055
34023,22255
34023,41711
34023,31287
34023,56475
34023,41967
34023,47089
34023,14213
34023,34986
34023,25792
34023,20489
34023,13692
34023,93086
34025,17038
34025,16799
34025,13800
34025,10742
34025,24710
34025,21976
34025,11532
34025,38987
34025,11069
34025,28658
34025,26716
34025,27974
34025,68183
34025,28148
34025,25058
34025,10636
34025,12361
34025,20244
34027,13812
34027,15115
34027,11538
34027,17825
34027,10978
34027,15850
34027,15600
34027,19952
34027,16189
34027,21282
34027,48478
34027,12844
34027,19974
34027,19572
34027,20429
34027,15592
34029,12235
34029,37319
34029,66473
34029,76371
34029,33233
34029,22141
34029,45048
34029,13333
34029,35976
34029,18177
34029,13325
34031,71742
34031,17084
34031,11294
34031,58041
34031,140891
34031,10539
34031,12623
34031,10177
34031,47025
34031,25430
34031,10982
34033,13794
34035,17199
34035,10888
34035,32509
34035,42780
34035,28808
34035,10567
34035,18820
34035,11632
34035,10830
34037,15586
34037,15157
34037,21211
34039,11980
34039,14629
34039,22633
34039,110002
34039,21044
34039,36701
34039,11439
34039,46567
34039,25325
34039,20314
34039,12805
34039,21160
34039,13420
34039,19757
34039,50024
34039,28870
34041,15757
36001,101082
36001,27552
36001,16825
36001,76494
36001,28764
36001,11061
36005,1203789
36007,53008
36007,12310
36007,59786
36007,26733
36009,16946
36011,31258
36013,13989
36013,34681
36013,14224
36015,33724
36015,19926
36015,11571
36019,21255
36019,17231
36023,19801
36027,13243
36027,10447
36027,22101
36027,17655
36027,21230
36027,13274
36027,28844
36027,40143
36027,26008
36029,10372
36029,111711
36029,13433
36029,328123
36029,99314
36029,20041
36029,10355
36029,17478
36029,17561
36029,53735
36029,20585
36029,32181
36029,24632
36029,17284
36029,82464
36029,47830
36033,12982
36035,16656
36037,16310
36039,11965
36043,14345
36043,10401
36045,17973
36045,29429
36047,2300664
36053,10850
36053,14622
36055,34455
36055,25178
36055,28583
36055,90106
36055,36376
36055,52377
36055,16912
36055,13873
36055,30219
36055,43015
36055,24497
36055,231636
36055,14181
36055,31639
36057,20714
36059,24149
36059,725639
36059,33510
36059,211393
36059,292657
36061,1487536
36063,15453
36063,24426
36063,16596
36063,61840
36063,34989
36063,11125
36065,10153
36065,21640
36065,44350
36065,68637
36065,18985
36067,23625
36067,25560
36067,59749
36067,25148
36067,17677
36067,16346
36067,30656
36067,18396
36067,35145
36067,163860
36067,13367
36069,10725
36069,10381
36069,14143
36071,16673
36071,11270
36071,11500
36071,13667
36071,24160
36071,23035
36071,18501
36071,26454
36071,24058
36071,22937
36071,23016
36071,27193
36075,12929
36075,19195
36077,13954
36079,28816
36079,13183
36079,14927
36081,1951598
36083,11093
36083,14076
36083,10891
36083,11839
36083,54269
36085,378977
36087,79346
36087,32712
36087,46742
36087,93861
36087,12814
36089,11120
36089,13826
36089,13521
36089,16822
36091,30117
36091,13879
36091,11709
36091,14658
36091,13022
36091,25001
36091,10623
36093,28771
36093,19048
36093,28395
36093,65566
36101,12724
36101,11938
36103,202889
36103,407779
36103,16132
36103,191474
36103,299587
36103,23011
36103,113406
36103,44976
36103,19836
36105,11445
36105,13711
36107,21279
36109,13251
36109,29541
36109,17797
36111,23095
36111,11388
36111,18467
36111,10081
36111,12329
36111,12348
36113,15023
36113,22630
36115,11851
36117,14855
36119,16906
36119,37357
36119,30867
36119,83816
36119,23308
36119,11313
36119,27706
36119,40590
36119,67153
36119,16648
36119,67265
36119,10061
36119,34124
36119,19536
36119,11903
36119,14936
36119,39524
36119,16987
36119,16216
36119,48718
36119,188082
36119,33467
42003,21923
42003,33823
42003,10823
42003,14712
42003,10109
42003,15568
42003,11763
42003,28781
42003,26016
42003,19631
42003,33362
42003,13158
42003,29169
42003,12302
42003,51479
42003,369879
42003,25609
42003,10830
42003,33482
42003,17118
42003,30533
42003,10329
42003,14292
42003,10637
42003,19692
42003,11371
42003,23644
42003,14451
42003,21080
42007,13374
42007,10687
42007,10742
42007,13274
42011,13142
42011,17260
42011,12636
42011,78380
42011,18899
42013,51881
42013,12381
42017,56788
42017,10405
42017,57129
42017,14510
42017,34997
42017,10582
42017,25083
42017,19860
42017,43063
42017,13685
42017,35406
42017,16076
42017,32832
42017,12169
42019,15714
42019,17625
42019,14816
42021,28134
42021,12777
42027,38923
42029,11997
42029,11038
42029,15138
42029,15066
42029,28028
42029,12999
42029,10406
42029,18041
42029,18082
42029,12403
42037,10976
42037,12439
42039,14318
42041,18419
42041,15185
42041,20384
42041,15254
42041,10340
42041,13347
42043,18408
42043,52376
42043,39162
42043,18636
42043,19661
42045,15080
42045,41856
42045,11140
42045,10955
42045,49848
42045,11712
42045,23123
42045,14130
42045,13229
42045,11366
42045,28703
42045,31169
42045,24160
42045,15004
42045,81177
42045,11980
42049,108718
42049,15108
42049,46820
42051,13910
42051,10223
42051,12034
42055,10107
42055,16647
42055,11930
42055,11893
42055,11119
42063,15174
42063,13788
42069,10664
42069,15403
42069,81805
42071,10701
42071,18597
42071,11999
42071,12133
42071,55551
42071,13187
42071,28880
42071,14130
42071,11622
42071,12942
42073,28334
42075,24800
42077,105090
42077,18867
42077,11157
42077,16871
42077,10827
42077,13401
42077,18261
42077,22779
42079,12050
42079,24730
42079,14507
42079,12267
42079,10988
42079,47523
42081,10644
42081,31933
42085,15300
42085,17493
42089,10600
42091,56322
42091,34923
42091,13324
42091,15357
42091,21896
42091,16362
42091,58003
42091,11768
42091,19351
42091,10735
42091,12179
42091,30749
42091,15958
42091,21831
42091,19612
42091,14167
42091,24028
42091,12197
42091,25722
42091,25313
42091,15209
42091,14863
42091,15673
42095,52561
42095,16425
42095,26276
42095,14965
42097,11591
42101,1585577
42107,16603
42121,11949
42123,11122
42125,14467
42125,15864
42129,15446
42129,16318
42129,42609
42129,11221
42129,12251
42129,11341
42129,17240
42129,15894
42129,28158
42129,15945
42129,11224
42129,20109
42133,15668
42133,13258
42133,14399
42133,12003
42133,11658
42133,21564
42133,11207
42133,14369
42133,42192
42133,19231
44001,15849
44001,21625
44001,11385
44003,31083
44003,11865
44003,85427
44003,29268
44005,19460
44005,28227
44005,16857
44005,14312
44007,16230
44007,17637
44007,76060
44007,29038
44007,50380
44007,26542
44007,18045
44007,32090
44007,10497
44007,72644
44007,160728
44007,19163
44007,43877
44009,14985
44009,23786
44009,24631
44009,21605
50003,16451
50007,39127
50007,14731
50007,16498
50007,12809
50021,18230
50025,12241
55009,14431
55009,16376
55009,16569
55009,96466
55017,12727
55025,15648
55025,191262
55025,13289
55025,15333
55027,14196
55031,27134
55033,13547
55035,55180
55039,37757
55045,10241
55055,10227
55055,12388
55059,80352
55059,11961
55063,51003
55063,11284
55071,32520
55071,13030
55073,37060
55073,11450
55075,11843
55079,12236
55079,18659
55079,21855
55079,14088
55079,15128
55079,33403
55079,628088
55079,19513
55079,14116
55079,20958
55079,49366
55079,63221
55079,14272
55087,56177
55087,14490
55087,11982
55089,18885
55097,23006
55101,20999
55101,20084
55101,84298
55105,35573
55105,52133
55117,49676
55127,10170
55131,13658
55131,23916
55133,35184
55133,26840
55133,16813
55133,33592
55133,10993
55133,56958
55139,14638
55139,13975
55139,23219
55139,55006
55141,18859
55141,18245
,14732
,14507
,14917
,26623
,16901
,33830
,33497
,265968
,22658
,13367
,11290
,48761
,53589
,20123
,13220
,12200
,36426
,10395
,11838
,42523
,10795
,22922
,39788
,15280
,159789
,10283
,13553
,14904
,196278
,187106
,19810
,17366
,22122
,12922
,25312
,10987
,19587
,34311
,11138
,11751
,13786
,23755
,10380
,12520
,18175
,17988
,13051
,77759
,12257
,19749
,226338
,11249
,30843
,26751
,18100
,16169
,21951
,19082
,90533
,12822
,45857
,14013
,10030
,29188
,148134
,13231
,12722
,24363
,288091
,11627
,19489
,11671
,50618
,983403
,26455
,130069
,32983
,38126
,15997
,141865
,405390
,54923
,10014
,18177
,11257
,22906
,14380
,26481
,23146
,42099
,13364
,72798
,32462
,29101
,46535
,175795
,11151
,61741
,18540
,57140
,24692
,21260
,15180
,18893
,29941
,10420
,22631
,14979
,28259
,20390
,76459
,12277
,16327
,82106
,12215
,42658
,266406
,62195
,46079
,48290
,15197
,92040
,14378
,15464
,16590
,23138
,22282
,10592
,14232
,41333
,174820
,69330
,20570
,21472
,14377
,34365
,61815
,42355
,24127
,24437
,102724
,31971
,15116
,12542
,13670
,18923
,32873
,68784
,93643
,26801
,18633
,52303
,11897
,36048
,10373
,11299
,10171
,63126
,48702
,13747
,83995
,30727
,48619
,30085
,26314
,53240
,11088
,40079
,59682
,27608
,135163
,107439
,32503
,11804
,50323
,16896
,40213
,12135
,90454
,111348
,13364
,76095
,26540
,96357
,43207
,22817
,38793
,40263
,42655
,92311
,31896
,31306
,46209
,22762
,11668
,53672
,12743
,10401
,91444
,20688
,23229
,14898
,17611
,126379
,23451
,12736
,88693
,31384
,22869
,17483
,106209
,18583
,15223
,62685
,55386
,108635
,27025
,77211
,26867
,22095
,11992
,57147
,24330
,29802
,87535
,17135
,28176
,53691
,173339
,354202
,114144
,49847
,143050
,31487
,12663
,180038
,47828
,10946
,11656
,52354
,30897
,13639
,71349
,111498
,36094
,16829
,18219
,50418
,34439
,10667
,19212
,181519
